,problem_name,hashed_name,sheet_name,skills,lesson_name
236,complex19,a9cf449complex19,2.4 Complex Numbers,['expressing_square_roots_of_negative_numbers_as_multiples_of_i'],Openstax: College Algebra
237,complex2,a9cf449complex2,2.4 Complex Numbers,['expressing_square_roots_of_negative_numbers_as_multiples_of_i'],Openstax: College Algebra
238,complex20,a9cf449complex20,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
239,complex21,a9cf449complex21,2.4 Complex Numbers,['simplifying_powers_of_i'],Openstax: College Algebra
240,complex22,a9cf449complex22,2.4 Complex Numbers,['simplifying_powers_of_i'],Openstax: College Algebra
241,complex23,a9cf449complex23,2.4 Complex Numbers,['dividing_complex_numbers'],Openstax: College Algebra
242,complex24,a9cf449complex24,2.4 Complex Numbers,['dividing_complex_numbers'],Openstax: College Algebra
243,complex25,a9cf449complex25,2.4 Complex Numbers,['simplifying_powers_of_i'],Openstax: College Algebra
244,complex26,a9cf449complex26,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
245,complex27,a9cf449complex27,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
246,complex28,a9cf449complex28,2.4 Complex Numbers,['dividing_complex_numbers'],Openstax: College Algebra
247,complex3,a9cf449complex3,2.4 Complex Numbers,['adding_and_subtracting_complex_numbers'],Openstax: College Algebra
248,complex4,a9cf449complex4,2.4 Complex Numbers,['adding_and_subtracting_complex_numbers'],Openstax: College Algebra
249,complex5,a9cf449complex5,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
250,complex6,a9cf449complex6,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
251,complex7,a9cf449complex7,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
252,complex8,a9cf449complex8,2.4 Complex Numbers,['multiplying_complex_numbers'],Openstax: College Algebra
253,complex9,a9cf449complex9,2.4 Complex Numbers,['adding_and_subtracting_complex_numbers'],Openstax: College Algebra
254,quad1,a20771equad1,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
255,quad10,a20771equad10,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
256,quad11,a20771equad11,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
257,quad12,a20771equad12,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
258,quad13,a20771equad13,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
259,quad14,a20771equad14,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
260,quad15,a20771equad15,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
261,quad16,a20771equad16,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
262,quad17,a20771equad17,2.5 Quadratic Equations,['using_the_quadratic_formula'],Openstax: College Algebra
263,quad18,a20771equad18,2.5 Quadratic Equations,['the_discriminant'],Openstax: College Algebra
264,quad19,a20771equad19,2.5 Quadratic Equations,['using_the_pythagorean_theorem'],Openstax: College Algebra
265,quad2,a20771equad2,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
266,quad20,a20771equad20,2.5 Quadratic Equations,['using_the_quadratic_formula'],Openstax: College Algebra
267,quad21,a20771equad21,2.5 Quadratic Equations,['using_the_pythagorean_theorem'],Openstax: College Algebra
268,quad22,a20771equad22,2.5 Quadratic Equations,['solving_quadratic_equations_by_factoring'],Openstax: College Algebra
269,quad23,a20771equad23,2.5 Quadratic Equations,['solving_quadratic_equations_by_factoring'],Openstax: College Algebra
270,quad24,a20771equad24,2.5 Quadratic Equations,['solving_quadratic_equations_by_factoring'],Openstax: College Algebra
271,quad25,a20771equad25,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
272,quad26,a20771equad26,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
273,quad27,a20771equad27,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
274,quad28,a20771equad28,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
275,quad29,a20771equad29,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
276,quad3,a20771equad3,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
277,quad30,a20771equad30,2.5 Quadratic Equations,['solving_quadratics_with_a_leading_coefficient_of_1'],Openstax: College Algebra
278,quad31,a20771equad31,2.5 Quadratic Equations,['solving_a_quadratic_equation_by_factoring_when_the_leading_coefficient_is_not_1'],Openstax: College Algebra
279,quad32,a20771equad32,2.5 Quadratic Equations,['solving_a_quadratic_equation_by_factoring_when_the_leading_coefficient_is_not_1'],Openstax: College Algebra
280,quad33,a20771equad33,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
281,quad34,a20771equad34,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
282,quad35,a20771equad35,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
283,quad36,a20771equad36,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
284,quad37,a20771equad37,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
285,quad38,a20771equad38,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
286,quad39,a20771equad39,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
287,quad4,a20771equad4,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
288,quad40,a20771equad40,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
289,quad5,a20771equad5,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
290,quad6,a20771equad6,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
291,quad7,a20771equad7,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
292,quad8,a20771equad8,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
293,quad9,a20771equad9,2.5 Quadratic Equations,['quadratic_equations'],Openstax: College Algebra
294,other1,a1268beother1,2.6 Other Types of Equations,['solving_equations_using_factoring'],Openstax: College Algebra
295,other10,a1268beother10,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
296,other11,a1268beother11,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
297,other12,a1268beother12,2.6 Other Types of Equations,['solving_other_types_of_equations'],Openstax: College Algebra
298,other13,a1268beother13,2.6 Other Types of Equations,['solving_other_types_of_equations'],Openstax: College Algebra
299,other14,a1268beother14,2.6 Other Types of Equations,['solving_other_types_of_equations'],Openstax: College Algebra
300,other15,a1268beother15,2.6 Other Types of Equations,['solving_other_types_of_equations'],Openstax: College Algebra
301,other16,a1268beother16,2.6 Other Types of Equations,['sovling_equations_using_factoring'],Openstax: College Algebra
302,other17,a1268beother17,2.6 Other Types of Equations,['solving_radical_equations'],Openstax: College Algebra
303,other18,a1268beother18,2.6 Other Types of Equations,['solving_radical_equations'],Openstax: College Algebra
304,other19,a1268beother19,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
305,other2,a1268beother2,2.6 Other Types of Equations,['solving_equations_using_factoring'],Openstax: College Algebra
306,other20,a1268beother20,2.6 Other Types of Equations,['solving_radical_equations'],Openstax: College Algebra
307,other21,a1268beother21,2.6 Other Types of Equations,['solving_radical_equations'],Openstax: College Algebra
308,other22,a1268beother22,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
309,other23,a1268beother23,2.6 Other Types of Equations,['solving_other_types_of_equations'],Openstax: College Algebra
310,other3,a1268beother3,2.6 Other Types of Equations,['solving_equations_using_factoring'],Openstax: College Algebra
311,other4,a1268beother4,2.6 Other Types of Equations,['solving_equations_involving_rational_exponents'],Openstax: College Algebra
312,other5,a1268beother5,2.6 Other Types of Equations,['solving_equations_involving_rational_exponents'],Openstax: College Algebra
313,other6,a1268beother6,2.6 Other Types of Equations,['solving_equations_involving_rational_exponents'],Openstax: College Algebra
314,other7,a1268beother7,2.6 Other Types of Equations,['solving_equations_using_factoring'],Openstax: College Algebra
315,other8,a1268beother8,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
316,other9,a1268beother9,2.6 Other Types of Equations,['solving_an_absolute_value_equation'],Openstax: College Algebra
317,LinIneq1,aaa317eLinIneq1,2.7 Linear Inequalities and Absolute Value Inequalities,['using_interval_notation'],Openstax: College Algebra
318,LinIneq10,aaa317eLinIneq10,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
319,LinIneq11,aaa317eLinIneq11,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
320,LinIneq12,aaa317eLinIneq12,2.7 Linear Inequalities and Absolute Value Inequalities,['using_the_properties_of_inequalities'],Openstax: College Algebra
321,LinIneq13,aaa317eLinIneq13,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
322,LinIneq14,aaa317eLinIneq14,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
323,LinIneq15,aaa317eLinIneq15,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
324,LinIneq16,aaa317eLinIneq16,2.7 Linear Inequalities and Absolute Value Inequalities,['using_interval_notation'],Openstax: College Algebra
325,LinIneq17,aaa317eLinIneq17,2.7 Linear Inequalities and Absolute Value Inequalities,['using_interval_notation'],Openstax: College Algebra
326,LinIneq18,aaa317eLinIneq18,2.7 Linear Inequalities and Absolute Value Inequalities,['using_the_properties_of_inequalities'],Openstax: College Algebra
327,LinIneq19,aaa317eLinIneq19,2.7 Linear Inequalities and Absolute Value Inequalities,['using_the_properties_of_inequalities'],Openstax: College Algebra
328,LinIneq2,aaa317eLinIneq2,2.7 Linear Inequalities and Absolute Value Inequalities,['using_interval_notation'],Openstax: College Algebra
329,LinIneq20,aaa317eLinIneq20,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
330,LinIneq21,aaa317eLinIneq21,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
331,LinIneq22,aaa317eLinIneq22,2.7 Linear Inequalities and Absolute Value Inequalities,['understanding_compound_inequalities'],Openstax: College Algebra
332,LinIneq23,aaa317eLinIneq23,2.7 Linear Inequalities and Absolute Value Inequalities,['understanding_compound_inequalities'],Openstax: College Algebra
333,LinIneq24,aaa317eLinIneq24,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
334,LinIneq25,aaa317eLinIneq25,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
335,LinIneq26,aaa317eLinIneq26,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
336,LinIneq27,aaa317eLinIneq27,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
337,LinIneq28,aaa317eLinIneq28,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
338,LinIneq29,aaa317eLinIneq29,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
339,LinIneq3,aaa317eLinIneq3,2.7 Linear Inequalities and Absolute Value Inequalities,['using_the_properties_of_inequalities'],Openstax: College Algebra
340,LinIneq30,aaa317eLinIneq30,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
341,LinIneq4,aaa317eLinIneq4,2.7 Linear Inequalities and Absolute Value Inequalities,['using_the_properties_of_inequalities'],Openstax: College Algebra
342,LinIneq5,aaa317eLinIneq5,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
343,LinIneq6,aaa317eLinIneq6,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_inequalities_in_one_variable_algebraically'],Openstax: College Algebra
344,LinIneq7,aaa317eLinIneq7,2.7 Linear Inequalities and Absolute Value Inequalities,['understanding_compound_inequalities'],Openstax: College Algebra
345,LinIneq8,aaa317eLinIneq8,2.7 Linear Inequalities and Absolute Value Inequalities,['understanding_compound_inequalities'],Openstax: College Algebra
346,LinIneq9,aaa317eLinIneq9,2.7 Linear Inequalities and Absolute Value Inequalities,['solving_absolute_value_inequalities'],Openstax: College Algebra
347,FunNota1,af36e21FunNota1,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
348,FunNota10,af36e21FunNota10,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
349,FunNota11,af36e21FunNota11,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
350,FunNota12,af36e21FunNota12,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
351,FunNota13,af36e21FunNota13,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
352,FunNota14,af36e21FunNota14,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
353,FunNota15,af36e21FunNota15,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
354,FunNota16,af36e21FunNota16,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
355,FunNota17,af36e21FunNota17,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
356,FunNota18,af36e21FunNota18,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
357,FunNota19,af36e21FunNota19,3.1 Functions and Function Notation,['finding_input_and_output_values_of_a_function'],Openstax: College Algebra
358,FunNota2,af36e21FunNota2,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
359,FunNota20,af36e21FunNota20,3.1 Functions and Function Notation,['determining_whether_a_function_is_one_to_one'],Openstax: College Algebra
360,FunNota3,af36e21FunNota3,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
361,FunNota4,af36e21FunNota4,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
362,FunNota5,af36e21FunNota5,3.1 Functions and Function Notation,['determining_whether_a_relation_represents_a_function'],Openstax: College Algebra
